business_id,business_type,location_type,years_in_business,num_employees,owner_gender,owner_age,education_level,monthly_revenue,monthly_expenses,cash_flow_volatility,mobile_money_frequency,mobile_money_volume,mobile_money_consistency,has_bank_account,bank_account_age,savings_balance,num_suppliers,num_customers,digital_payment_adoption,social_media_presence,mobile_money_score,business_score,banking_score,digital_score,demo_score,credit_score,traditional_score,traditional_approval,ai_approval,actually_creditworthy
SME_00127,manufacturing,urban,4.6,9,male,55.4,2,43335,38162.0,0.32,20.0,5094.0,0.54,0,0.0,0.0,5,22,0.78,1,0.28,0.3,0.0,0.87,0.51,0.3,0.3,0,0,0
SME_00128,retail,urban,2.0,7,female,21.9,2,11130,9694.0,0.1,3.0,2936.0,0.52,1,1.0,6921.0,4,29,0.13,1,0.25,0.2,0.56,0.48,0.26,0.33,0.25,0,0,0
SME_00129,agriculture,urban,4.7,8,male,46.3,2,18916,17797.0,0.21,26.0,5866.0,0.42,1,1.7,1466.0,2,29,0.37,1,0.32,0.23,0.54,0.62,0.45,0.37,0.37,0,0,0
SME_00130,agriculture,rural,2.6,9,male,30.7,2,8857,6676.0,0.1,10.0,3538.0,0.96,1,1.6,6100.0,3,21,0.26,1,0.45,0.24,0.57,0.56,0.32,0.43,0.38,0,0,0
SME_00131,retail,urban,1.3,7,male,58.6,3,7487,6274.0,0.15,25.0,1554.0,0.43,1,0.3,119.0,5,36,0.56,0,0.29,0.19,0.51,0.34,0.65,0.31,0.31,0,0,0
SME_00132,retail,urban,5.0,7,male,61.9,1,15180,12910.0,0.1,45.0,5600.0,0.85,1,0.1,472.0,3,24,0.29,0,0.55,0.25,0.5,0.17,0.46,0.39,0.39,0,0,0
SME_00133,agriculture,urban,0.8,6,male,28.8,2,15112,14351.0,0.19,5.0,3243.0,0.86,1,3.2,1168.0,4,22,0.05,1,0.34,0.17,0.57,0.43,0.31,0.36,0.36,0,0,0
SME_00134,tech,rural,0.8,7,female,31.4,1,44830,33636.0,0.16,67.0,13755.0,0.83,1,2.6,1271.0,3,27,0.7,1,0.61,0.3,0.56,0.82,0.23,0.53,0.4,0,0,0
SME_00135,agriculture,urban,2.1,10,female,48.3,1,13800,11465.0,0.18,19.0,3857.0,0.49,0,0.0,0.0,10,18,0.74,1,0.31,0.22,0.0,0.84,0.35,0.3,0.22,0,0,0
SME_00136,agriculture,rural,0.9,10,male,33.4,2,17191,13522.0,0.1,64.0,1992.0,0.77,0,0.0,0.0,2,30,0.72,0,0.52,0.23,0.0,0.43,0.35,0.36,0.31,0,0,0
SME_00137,services,urban,0.1,7,female,37.5,2,15291,12714.0,0.13,6.0,1889.0,0.64,1,4.5,3074.0,2,24,0.48,1,0.25,0.2,0.61,0.69,0.37,0.36,0.28,0,0,0
SME_00138,agriculture,urban,3.1,10,male,38.3,3,14776,11201.0,0.42,23.0,1570.0,0.97,0,0.0,0.0,6,24,0.79,1,0.41,0.25,0.0,0.87,0.48,0.34,0.34,0,0,0
SME_00139,food,urban,2.1,6,female,18.0,2,17802,12673.0,0.14,13.0,3761.0,0.95,1,10.0,5198.0,3,25,0.03,0,0.4,0.26,0.73,0.02,0.22,0.36,0.28,0,0,0
SME_00140,food,rural,1.8,8,female,37.8,4,15986,13478.0,0.38,37.0,5175.0,0.58,1,0.6,4523.0,3,24,0.12,0,0.42,0.21,0.54,0.07,0.58,0.33,0.2,0,0,0
SME_00141,retail,urban,10.2,7,male,29.7,1,8434,6612.0,0.14,23.0,1281.0,0.47,1,1.3,2079.0,6,21,0.1,1,0.28,0.32,0.54,0.46,0.21,0.37,0.37,0,0,0
SME_00142,agriculture,rural,2.5,7,female,32.1,1,26279,19591.0,0.17,17.0,7404.0,0.79,1,0.5,717.0,1,20,0.32,0,0.39,0.28,0.51,0.19,0.23,0.38,0.25,0,0,0
SME_00143,agriculture,urban,6.0,8,male,55.3,1,17682,13809.0,0.25,61.0,3300.0,0.9,1,1.9,3019.0,5,26,0.17,0,0.57,0.29,0.56,0.1,0.41,0.43,0.43,0,0,0
SME_00144,retail,urban,0.5,9,male,22.9,1,6852,4881.0,0.9,12.0,2323.0,0.41,1,0.2,510.0,1,24,0.05,0,0.27,0.18,0.51,0.03,0.16,0.27,0.27,0,0,0
SME_00145,retail,rural,2.5,9,female,47.8,2,9272,8694.0,0.1,6.0,3148.0,0.57,0,0.0,0.0,9,19,0.19,1,0.3,0.19,0.0,0.51,0.45,0.27,0.14,0,0,0
SME_00146,services,rural,6.1,10,male,34.7,2,12869,10878.0,0.1,23.0,4281.0,0.79,1,0.1,2956.0,3,25,0.2,1,0.43,0.27,0.52,0.52,0.35,0.39,0.34,0,0,0
SME_00147,agriculture,rural,2.6,7,male,34.6,1,14275,12900.0,0.28,24.0,3675.0,0.42,0,0.0,0.0,6,27,0.34,0,0.3,0.2,0.0,0.2,0.25,0.21,0.16,0,0,0
SME_00148,retail,rural,3.8,4,male,47.5,4,7864,6337.0,0.89,14.0,1458.0,0.68,0,0.0,0.0,1,21,0.75,1,0.32,0.19,0.0,0.85,0.65,0.31,0.26,0,0,0
SME_00149,retail,rural,1.4,6,female,42.1,3,8241,7630.0,1.37,17.0,2825.0,0.78,1,1.9,2698.0,3,36,0.89,1,0.4,0.1,0.55,0.93,0.52,0.4,0.27,0,0,0
SME_00150,tech,rural,0.3,7,male,44.8,1,27777,22800.0,0.2,80.0,4328.0,0.82,1,4.2,2320.0,5,25,0.44,0,0.61,0.23,0.6,0.26,0.33,0.46,0.41,0,0,0
SME_00151,retail,rural,1.8,6,male,49.6,1,11887,10027.0,0.19,33.0,2222.0,0.38,0,0.0,0.0,3,32,0.53,1,0.3,0.2,0.0,0.72,0.38,0.27,0.22,0,0,0
SME_00152,retail,rural,1.5,10,female,34.0,1,5037,4145.0,0.31,3.0,782.0,0.3,1,1.2,2378.0,5,26,0.8,1,0.15,0.19,0.54,0.88,0.25,0.31,0.18,0,0,0
SME_00153,agriculture,rural,6.1,7,female,30.7,1,7701,6802.0,0.24,6.0,2328.0,0.34,1,8.3,1635.0,5,23,0.13,1,0.22,0.23,0.68,0.48,0.22,0.34,0.21,0,0,0
SME_00154,food,rural,0.8,15,male,25.0,1,11582,9748.0,0.3,93.0,3543.0,0.74,0,0.0,0.0,6,23,0.67,1,0.69,0.2,0.0,0.8,0.18,0.39,0.34,0,0,0
SME_00155,retail,rural,10.2,5,male,28.1,2,15189,11664.0,0.62,32.0,4492.0,0.99,1,0.2,800.0,6,24,0.35,1,0.51,0.31,0.51,0.61,0.3,0.45,0.4,0,0,0
SME_00156,services,urban,9.5,5,male,70.0,1,16934,12470.0,0.41,62.0,3805.0,0.6,1,9.8,308.0,5,33,0.46,0,0.5,0.33,0.7,0.28,0.53,0.44,0.44,0,0,0
SME_00157,manufacturing,rural,0.9,6,male,52.9,2,33091,28178.0,0.21,9.0,4304.0,0.73,1,0.0,3016.0,2,28,0.14,0,0.29,0.24,0.52,0.08,0.5,0.31,0.26,0,0,0
SME_00158,retail,rural,1.3,8,male,21.8,4,12289,10105.0,0.19,34.0,4588.0,0.95,1,1.6,302.0,4,25,0.14,1,0.53,0.21,0.53,0.48,0.45,0.44,0.39,0,0,0
SME_00159,services,urban,6.8,13,female,22.1,3,27012,19557.0,0.31,31.0,6816.0,0.85,0,0.0,0.0,2,18,0.31,1,0.45,0.35,0.0,0.59,0.35,0.35,0.27,0,0,0
SME_00160,agriculture,rural,10.2,8,female,43.8,4,10595,8464.0,0.18,9.0,2353.0,0.88,0,0.0,0.0,5,19,0.3,1,0.37,0.32,0.0,0.58,0.62,0.36,0.23,0,0,0
SME_00161,services,urban,1.8,6,male,44.6,1,12603,10444.0,0.18,20.0,3487.0,0.93,0,0.0,0.0,3,27,0.21,0,0.44,0.21,0.0,0.13,0.33,0.26,0.26,0,0,0
SME_00162,services,urban,1.2,13,male,44.6,2,8063,7311.0,0.1,25.0,1273.0,0.6,1,0.5,14360.0,3,12,0.21,0,0.33,0.18,0.6,0.13,0.42,0.3,0.3,0,0,0
SME_00163,agriculture,rural,2.2,5,female,34.9,2,10802,7767.0,0.1,16.0,1510.0,0.73,0,0.0,0.0,3,18,0.33,1,0.32,0.24,0.0,0.6,0.35,0.28,0.15,0,0,0
SME_00164,retail,urban,3.5,7,male,36.5,1,16660,13113.0,0.2,44.0,3693.0,0.18,0,0.0,0.0,7,22,0.4,0,0.3,0.25,0.0,0.24,0.26,0.26,0.26,0,0,0
SME_00165,manufacturing,rural,1.0,6,female,41.9,1,15946,14442.0,0.52,45.0,2682.0,0.67,0,0.0,0.0,7,27,0.34,0,0.43,0.17,0.0,0.2,0.31,0.24,0.11,0,0,0
SME_00166,agriculture,rural,4.0,6,male,39.0,3,15878,13689.0,0.1,48.0,2751.0,0.62,1,1.0,2807.0,4,30,0.6,1,0.43,0.24,0.54,0.76,0.49,0.42,0.37,0,0,0
SME_00167,retail,urban,0.2,7,male,18.0,2,7111,5493.0,0.22,41.0,2615.0,0.98,0,0.0,0.0,1,25,0.5,1,0.57,0.19,0.0,0.7,0.22,0.37,0.37,0,0,0
SME_00168,retail,urban,0.2,8,female,35.2,2,10850,9888.0,0.13,17.0,2813.0,0.78,1,3.4,1974.0,5,23,0.25,1,0.38,0.17,0.58,0.55,0.36,0.36,0.28,0,0,0
SME_00169,services,urban,1.5,6,male,27.8,2,25881,21308.0,0.1,12.0,6342.0,0.78,1,2.6,846.0,6,18,0.09,0,0.36,0.24,0.56,0.05,0.29,0.31,0.31,0,0,0
SME_00170,services,rural,1.3,9,female,40.1,2,11521,9500.0,0.95,45.0,3535.0,0.22,1,4.1,2910.0,2,24,0.06,0,0.34,0.17,0.6,0.04,0.39,0.3,0.17,0,0,0
SME_00171,retail,rural,1.1,7,male,70.0,1,8564,8086.0,0.58,17.0,3301.0,0.78,0,0.0,0.0,3,31,0.48,1,0.42,0.14,0.0,0.69,0.53,0.33,0.28,0,0,0
SME_00172,agriculture,rural,2.0,6,male,42.4,2,10164,9521.0,0.1,7.0,1359.0,0.99,0,0.0,0.0,4,17,0.19,1,0.37,0.18,0.0,0.51,0.4,0.3,0.25,0,0,0
SME_00173,retail,urban,1.2,6,female,34.2,1,13788,10887.0,0.38,18.0,4827.0,0.8,1,0.3,1561.0,1,19,0.77,1,0.42,0.21,0.52,0.86,0.24,0.39,0.31,0,0,0
SME_00174,services,rural,0.6,6,male,49.1,1,16480,12115.0,0.13,4.0,4535.0,0.35,1,0.4,1714.0,2,24,0.47,1,0.2,0.23,0.52,0.68,0.36,0.33,0.28,0,0,0
SME_00175,retail,urban,1.1,5,female,43.8,4,10637,8312.0,1.58,29.0,1530.0,0.87,1,1.5,12157.0,4,23,0.11,1,0.42,0.14,0.6,0.47,0.62,0.36,0.28,0,0,0
SME_00176,services,rural,11.1,7,male,43.0,2,27977,19797.0,0.11,10.0,5292.0,0.85,0,0.0,0.0,5,17,0.83,0,0.35,0.4,0.0,0.5,0.41,0.35,0.3,0,0,0
SME_00177,agriculture,urban,1.6,4,male,45.3,3,20331,14337.0,0.1,8.0,4975.0,0.8,0,0.0,0.0,2,23,0.37,0,0.35,0.26,0.0,0.22,0.53,0.25,0.25,0,0,0
SME_00178,tech,rural,1.8,12,female,62.7,2,30348,24244.0,0.25,78.0,9328.0,0.45,1,6.4,6589.0,2,30,0.52,0,0.54,0.27,0.67,0.31,0.57,0.43,0.3,0,0,0
SME_00179,retail,urban,2.6,6,male,24.4,2,10048,9397.0,0.54,38.0,1736.0,0.94,1,0.1,3990.0,3,29,0.46,1,0.49,0.16,0.53,0.68,0.28,0.42,0.42,0,0,0
SME_00180,agriculture,rural,12.3,10,male,43.7,1,11641,10685.0,0.1,39.0,3032.0,0.88,1,5.2,7012.0,2,37,0.18,0,0.5,0.32,0.65,0.11,0.33,0.4,0.35,0,0,0
SME_00181,retail,urban,0.8,4,male,26.9,1,10739,8890.0,0.37,24.0,3280.0,0.31,1,0.4,168.0,4,20,0.72,0,0.28,0.18,0.51,0.43,0.19,0.3,0.3,0,0,0
SME_00182,tech,rural,3.4,8,male,44.7,1,100000,84131.0,0.1,46.0,23462.0,0.84,1,4.9,1827.0,3,27,0.44,1,0.51,0.45,0.61,0.66,0.33,0.54,0.49,0,0,0
SME_00183,manufacturing,rural,3.8,2,male,27.0,3,28997,20341.0,0.75,36.0,10407.0,0.21,1,0.1,4122.0,2,26,0.46,0,0.31,0.28,0.53,0.28,0.4,0.37,0.32,0,0,0
SME_00184,retail,urban,2.8,6,female,33.0,3,4606,3472.0,0.1,23.0,1662.0,0.8,1,5.9,2626.0,4,25,0.3,0,0.44,0.23,0.63,0.18,0.44,0.37,0.29,0,0,0
SME_00185,services,rural,0.3,9,female,34.5,2,12072,8525.0,0.74,81.0,2912.0,0.94,1,0.4,578.0,3,25,0.52,1,0.68,0.2,0.51,0.71,0.35,0.49,0.36,0,0,0
SME_00186,manufacturing,rural,3.4,6,female,49.7,2,11541,10256.0,0.2,5.0,4523.0,0.61,1,0.7,1249.0,3,29,0.37,1,0.32,0.21,0.52,0.62,0.47,0.37,0.24,0,0,0
SME_00187,services,urban,0.2,10,female,49.0,4,17090,12585.0,0.18,72.0,2097.0,0.58,1,1.4,1147.0,4,30,0.15,1,0.5,0.24,0.53,0.49,0.67,0.43,0.35,0,0,0
SME_00188,agriculture,urban,2.7,6,female,23.1,1,7045,6462.0,1.09,13.0,712.0,0.63,1,1.0,909.0,3,22,0.82,1,0.27,0.13,0.53,0.89,0.16,0.36,0.28,0,0,0
SME_00189,retail,rural,4.0,8,female,38.7,1,5645,4859.0,1.39,19.0,1209.0,0.46,1,2.2,1261.0,5,17,0.41,0,0.28,0.15,0.55,0.25,0.28,0.3,0.17,0,0,0
SME_00190,retail,urban,0.7,3,male,29.5,2,5660,4287.0,0.32,3.0,1587.0,0.91,0,0.0,0.0,2,23,0.29,1,0.37,0.19,0.0,0.57,0.31,0.3,0.3,0,0,0
SME_00191,manufacturing,urban,5.5,5,female,22.9,3,37898,28023.0,0.1,19.0,10943.0,0.75,1,1.9,5790.0,6,25,0.1,1,0.39,0.35,0.57,0.46,0.36,0.4,0.32,0,0,0
SME_00192,tech,urban,0.1,11,female,35.4,4,52011,44569.0,0.21,24.0,12635.0,1.0,1,2.6,4065.0,3,28,0.76,0,0.47,0.29,0.58,0.46,0.56,0.43,0.35,0,0,0
SME_00193,services,rural,5.6,9,male,34.3,1,16932,15666.0,0.23,100.0,2328.0,0.8,1,0.2,5410.0,4,30,0.27,1,0.68,0.24,0.54,0.56,0.26,0.48,0.43,0,0,0
SME_00194,agriculture,urban,1.9,7,male,67.1,3,14961,13160.0,0.22,92.0,2261.0,0.53,0,0.0,0.0,2,19,0.37,0,0.57,0.2,0.0,0.22,0.7,0.33,0.33,0,0,0
SME_00195,agriculture,rural,0.7,8,male,43.2,3,6870,5408.0,0.25,85.0,2443.0,0.5,1,1.2,1614.0,1,23,0.61,0,0.6,0.19,0.53,0.37,0.52,0.41,0.36,0,0,0
SME_00196,services,rural,0.4,4,male,21.5,1,18420,15599.0,0.1,11.0,6638.0,0.45,0,0.0,0.0,5,34,0.47,1,0.29,0.2,0.0,0.68,0.16,0.24,0.19,0,0,0
SME_00197,manufacturing,rural,9.2,12,female,31.2,2,53934,41944.0,0.37,100.0,16297.0,0.25,1,1.0,178.0,1,27,0.66,0,0.57,0.42,0.52,0.4,0.33,0.47,0.34,0,0,0
SME_00198,manufacturing,rural,0.2,11,male,50.3,2,29446,27967.0,0.37,15.0,8812.0,0.82,1,2.3,7999.0,1,17,0.08,0,0.4,0.19,0.59,0.05,0.47,0.32,0.27,0,0,0
SME_00199,manufacturing,urban,0.7,6,male,63.1,4,27408,24317.0,0.1,48.0,7655.0,0.53,0,0.0,0.0,3,26,0.67,0,0.43,0.22,0.0,0.4,0.77,0.31,0.31,0,0,0
SME_00200,services,rural,1.3,9,female,19.0,1,8472,7232.0,0.25,6.0,1363.0,0.95,0,0.0,0.0,4,23,0.3,0,0.36,0.19,0.0,0.18,0.13,0.22,0.09,0,0,0
SME_00201,retail,urban,2.9,14,male,18.0,3,7232,5828.0,0.25,18.0,1652.0,0.92,1,0.9,1425.0,6,24,0.45,1,0.42,0.23,0.53,0.67,0.32,0.4,0.4,0,0,0
SME_00202,retail,urban,2.4,8,male,60.5,2,12466,10653.0,0.34,85.0,3849.0,0.53,0,0.0,0.0,4,20,0.26,1,0.59,0.2,0.0,0.56,0.55,0.38,0.38,0,0,0
SME_00203,manufacturing,urban,0.4,8,male,42.7,3,49923,39210.0,0.1,73.0,13039.0,0.73,1,0.6,1632.0,1,20,0.73,1,0.59,0.31,0.52,0.84,0.51,0.5,0.5,0,0,0
SME_00204,services,urban,1.0,6,female,27.6,2,21644,15307.0,0.3,29.0,2285.0,0.72,1,0.1,5088.0,3,17,0.87,1,0.36,0.25,0.53,0.92,0.29,0.43,0.35,0,0,0
SME_00205,retail,rural,0.8,8,female,44.4,2,11016,8799.0,0.1,40.0,4253.0,0.56,0,0.0,0.0,1,29,0.66,1,0.44,0.21,0.0,0.8,0.43,0.35,0.22,0,0,0
SME_00206,retail,rural,0.7,6,male,18.0,3,10617,9902.0,0.21,5.0,3753.0,0.98,1,0.1,1066.0,5,24,0.86,0,0.42,0.16,0.51,0.52,0.32,0.38,0.33,0,0,0
SME_00207,services,urban,1.6,11,female,38.0,3,23879,20454.0,0.45,32.0,4254.0,0.66,0,0.0,0.0,4,32,0.82,0,0.38,0.22,0.0,0.49,0.49,0.32,0.24,0,0,0
SME_00208,retail,urban,3.7,5,male,41.9,3,7991,5761.0,0.37,24.0,2277.0,0.68,1,0.3,18618.0,3,28,0.17,0,0.39,0.24,0.62,0.1,0.51,0.35,0.35,0,0,0
SME_00209,retail,rural,0.7,12,female,49.1,1,8576,7901.0,0.1,2.0,3233.0,0.44,1,0.1,2187.0,5,21,0.53,1,0.25,0.17,0.52,0.72,0.36,0.33,0.2,0,0,0
SME_00210,agriculture,urban,1.4,9,female,25.8,3,11110,8524.0,0.27,3.0,1431.0,0.91,1,1.7,8261.0,5,25,0.6,1,0.32,0.22,0.58,0.76,0.39,0.38,0.3,0,0,0
SME_00211,services,urban,1.5,11,female,39.0,1,19636,14942.0,1.04,3.0,4927.0,0.84,1,1.4,4629.0,3,21,0.93,1,0.34,0.21,0.56,0.96,0.28,0.39,0.31,0,0,0
SME_00212,services,urban,11.2,6,male,26.9,2,22259,17235.0,0.1,32.0,5273.0,0.99,1,1.4,4767.0,4,21,0.79,1,0.5,0.37,0.56,0.87,0.29,0.47,0.47,0,0,0
SME_00213,retail,rural,9.3,9,female,41.1,2,15657,13219.0,0.58,4.0,3492.0,0.49,0,0.0,0.0,6,23,0.25,1,0.23,0.29,0.0,0.55,0.4,0.28,0.15,0,0,0
SME_00214,services,rural,4.8,9,female,27.3,2,8883,7428.0,0.36,16.0,3115.0,0.63,1,0.7,1466.0,3,17,0.34,0,0.36,0.23,0.52,0.2,0.29,0.31,0.18,0,0,0
SME_00215,retail,urban,0.8,9,male,33.1,2,12608,10375.0,0.45,11.0,2701.0,0.69,1,2.2,639.0,2,20,0.52,1,0.32,0.19,0.55,0.71,0.34,0.39,0.39,0,0,0
SME_00216,agriculture,urban,0.2,9,female,26.1,4,28212,24809.0,0.1,20.0,3360.0,0.58,1,1.4,9968.0,1,20,0.7,1,0.29,0.22,0.59,0.82,0.48,0.4,0.32,0,0,0
SME_00217,services,rural,1.1,7,male,45.8,1,20319,15831.0,0.1,31.0,2433.0,0.62,0,0.0,0.0,7,29,0.48,1,0.35,0.24,0.0,0.69,0.34,0.31,0.26,0,0,0
SME_00218,services,rural,0.9,5,female,48.3,3,20930,18743.0,0.71,29.0,2361.0,0.98,1,3.5,4124.0,6,25,0.64,0,0.44,0.17,0.59,0.38,0.56,0.37,0.24,0,0,0
SME_00219,manufacturing,urban,2.1,2,male,35.2,2,41112,30580.0,0.13,18.0,9157.0,0.93,0,0.0,0.0,3,37,0.43,1,0.42,0.3,0.0,0.66,0.37,0.35,0.35,0,0,0
SME_00220,services,rural,4.5,9,female,38.5,1,25213,22582.0,0.1,16.0,7955.0,0.63,1,1.0,844.0,1,27,0.19,1,0.35,0.26,0.53,0.51,0.28,0.36,0.23,0,0,0
SME_00221,services,urban,5.9,6,male,20.6,1,12621,10929.0,0.28,13.0,2033.0,0.61,1,3.8,13425.0,5,28,0.26,0,0.28,0.24,0.66,0.16,0.15,0.31,0.31,0,0,0
SME_00222,retail,urban,5.6,7,male,34.4,4,5974,5202.0,0.1,49.0,1756.0,0.67,1,5.1,207.0,5,22,0.38,1,0.49,0.23,0.6,0.63,0.55,0.46,0.46,0,0,0
SME_00223,agriculture,rural,1.3,4,male,37.4,3,11969,9819.0,0.48,10.0,3664.0,0.67,0,0.0,0.0,3,27,0.42,0,0.33,0.18,0.0,0.25,0.48,0.24,0.19,0,0,0
SME_00224,retail,urban,3.5,9,male,69.4,4,4381,3797.0,0.31,8.0,774.0,0.62,1,0.5,1318.0,5,28,0.25,0,0.27,0.2,0.52,0.15,0.82,0.31,0.31,0,0,0
SME_00225,retail,rural,1.1,8,male,24.7,4,13088,9423.0,0.62,34.0,3667.0,0.39,0,0.0,0.0,7,30,0.25,1,0.34,0.22,0.0,0.55,0.48,0.31,0.26,0,0,0
SME_00226,food,urban,0.2,10,male,55.6,1,21183,19338.0,0.46,11.0,6471.0,0.91,1,0.4,5351.0,4,19,0.7,0,0.41,0.18,0.54,0.42,0.41,0.35,0.35,0,0,0
SME_00227,agriculture,urban,3.6,9,male,50.0,2,13117,9364.0,0.1,47.0,3148.0,0.93,0,0.0,0.0,4,27,0.48,1,0.54,0.28,0.0,0.69,0.47,0.4,0.4,0,0,0
SME_00228,manufacturing,rural,0.1,9,male,41.4,3,21554,15889.0,0.14,10.0,4333.0,0.82,1,0.8,1312.0,7,18,0.34,1,0.35,0.24,0.52,0.6,0.5,0.39,0.34,0,0,0
SME_00229,services,urban,1.6,2,male,59.1,2,18943,15992.0,0.45,30.0,5413.0,0.61,1,2.6,9111.0,5,29,0.1,1,0.39,0.2,0.61,0.46,0.55,0.38,0.38,0,0,0
SME_00230,manufacturing,rural,1.2,6,female,42.5,2,25525,22586.0,0.16,1.0,10040.0,0.5,1,5.1,3603.0,2,27,0.28,1,0.27,0.22,0.62,0.57,0.42,0.37,0.24,0,0,0
SME_00231,agriculture,urban,3.5,7,male,42.7,2,16414,11803.0,1.08,12.0,3743.0,1.0,0,0.0,0.0,4,25,0.75,0,0.42,0.23,0.0,0.45,0.42,0.33,0.33,0,0,0
SME_00232,services,urban,4.4,7,female,37.4,2,24378,22676.0,0.4,11.0,5303.0,0.65,1,6.1,4250.0,2,20,0.38,1,0.3,0.23,0.65,0.63,0.37,0.38,0.3,0,0,0
SME_00233,agriculture,urban,1.1,9,female,52.7,2,14559,13735.0,0.1,42.0,3484.0,0.42,1,0.2,187.0,6,15,0.41,1,0.37,0.18,0.51,0.65,0.48,0.37,0.29,0,0,0
SME_00234,retail,rural,5.0,6,female,51.2,1,11666,9933.0,0.64,85.0,1433.0,0.89,1,0.1,681.0,3,26,0.81,1,0.64,0.22,0.51,0.89,0.38,0.5,0.37,0,0,0
SME_00235,services,urban,1.0,6,male,30.5,2,23307,19119.0,0.1,15.0,6198.0,0.42,0,0.0,0.0,6,23,0.13,1,0.27,0.23,0.0,0.48,0.32,0.26,0.26,0,0,0
SME_00236,retail,rural,1.8,10,female,22.2,2,6275,5556.0,0.1,44.0,1246.0,0.74,1,6.8,1377.0,6,28,0.43,1,0.46,0.19,0.64,0.66,0.26,0.43,0.3,0,0,0
SME_00237,retail,urban,3.9,10,male,35.6,2,17740,13874.0,0.4,30.0,2420.0,0.84,1,1.4,1588.0,6,21,0.91,1,0.41,0.26,0.54,0.95,0.36,0.43,0.43,0,0,0
SME_00238,services,rural,3.5,12,male,28.4,1,8712,7173.0,0.6,86.0,2090.0,0.94,1,0.1,4562.0,4,28,0.05,1,0.7,0.21,0.53,0.43,0.21,0.44,0.39,0,0,0
SME_00239,retail,urban,13.1,8,male,37.2,3,10023,9312.0,0.23,42.0,1012.0,0.6,1,0.5,44.0,4,25,0.44,1,0.38,0.31,0.51,0.66,0.47,0.44,0.44,0,0,0
SME_00240,tech,rural,0.8,5,female,52.8,1,58888,55291.0,0.1,2.0,12987.0,0.91,1,0.6,3241.0,4,28,0.08,1,0.35,0.28,0.53,0.45,0.4,0.36,0.23,0,0,0
SME_00241,food,rural,3.3,8,male,32.5,2,7488,6977.0,0.13,31.0,986.0,0.88,1,0.8,0.0,1,25,0.76,0,0.43,0.19,0.52,0.46,0.34,0.38,0.33,0,0,0
SME_00242,tech,rural,2.8,8,male,37.5,3,45272,34661.0,0.13,19.0,4857.0,0.78,0,0.0,0.0,4,24,0.74,1,0.34,0.33,0.0,0.84,0.47,0.37,0.32,0,0,0
SME_00243,agriculture,rural,7.4,8,female,38.7,2,14913,11306.0,0.12,1.0,5180.0,0.89,1,4.7,1574.0,4,20,0.07,1,0.38,0.31,0.6,0.44,0.38,0.39,0.26,0,0,0
SME_00244,retail,rural,0.5,14,female,48.2,1,5670,4391.0,0.1,7.0,2126.0,0.77,1,1.4,5516.0,4,28,0.46,1,0.37,0.21,0.56,0.68,0.36,0.39,0.26,0,0,0
SME_00245,tech,rural,4.2,2,male,18.0,3,38857,31487.0,0.28,64.0,6307.0,0.21,0,0.0,0.0,2,26,0.41,0,0.37,0.3,0.0,0.25,0.33,0.27,0.22,0,0,0
SME_00246,agriculture,urban,2.5,7,male,30.7,2,14653,11408.0,0.69,65.0,3836.0,0.78,1,0.1,2426.0,1,28,0.04,1,0.57,0.21,0.52,0.42,0.33,0.45,0.45,0,0,0
SME_00247,food,urban,1.0,7,female,40.5,3,10425,8273.0,0.11,40.0,1912.0,0.86,1,0.1,3404.0,5,33,0.38,1,0.47,0.21,0.52,0.63,0.51,0.4,0.32,0,0,0
SME_00248,food,rural,1.9,5,male,52.4,3,25109,21472.0,0.1,100.0,6229.0,0.65,0,0.0,0.0,7,22,0.8,0,0.67,0.23,0.0,0.48,0.59,0.4,0.35,0,0,0
SME_00249,manufacturing,rural,1.2,7,male,32.1,2,18423,16408.0,0.55,41.0,4256.0,0.51,0,0.0,0.0,5,24,0.55,1,0.39,0.18,0.0,0.73,0.33,0.31,0.26,0,0,0
SME_00250,retail,rural,2.6,8,male,18.0,2,11958,10570.0,0.41,1.0,2161.0,0.93,1,1.5,7271.0,6,21,0.65,1,0.34,0.19,0.57,0.79,0.22,0.39,0.34,0,0,0
SME_00251,agriculture,urban,6.6,8,female,45.4,1,13331,12046.0,0.8,8.0,4134.0,0.48,0,0.0,0.0,3,21,0.36,1,0.27,0.22,0.0,0.62,0.33,0.25,0.17,0,0,0
SME_00252,manufacturing,urban,2.5,12,female,30.4,1,21043,14899.0,0.1,1.0,2903.0,0.78,0,0.0,0.0,2,20,0.55,0,0.28,0.29,0.0,0.33,0.22,0.25,0.17,0,0,0
SME_00253,agriculture,urban,3.0,4,female,23.7,2,16254,11572.0,0.1,2.0,1884.0,0.57,1,0.2,2965.0,3,27,0.28,1,0.21,0.27,0.52,0.57,0.27,0.32,0.24,0,0,0
SME_00254,retail,rural,2.2,6,female,30.5,2,10371,9306.0,0.23,6.0,3426.0,0.7,1,0.5,2691.0,5,26,0.57,0,0.33,0.18,0.53,0.34,0.32,0.31,0.18,0,0,0
SME_00255,services,urban,0.2,8,male,35.8,2,28180,23482.0,0.29,18.0,8448.0,0.74,1,2.1,82.0,6,31,0.57,1,0.38,0.22,0.54,0.74,0.37,0.41,0.41,0,0,0
SME_00256,tech,urban,0.8,9,male,30.7,1,97139,82037.0,0.2,47.0,24242.0,0.74,1,1.2,285.0,6,33,0.59,0,0.48,0.41,0.53,0.35,0.23,0.42,0.42,0,0,0
